text,label
कोभिड को प्रभावले आगामी महिनासम्म तारे होटल बन्द हुने भएका छन्,-1
कोरोना परीक्षणका लागि थप किट ल्याइँदै काठमाडौँ सरकारले कोभिड को परीक्षणका लागि आवश्यक सामग्री ल्याउन थालेको छ पहिले परीक्षणका लागि ल्याइएका कीट सकिन थालेपछि पिसिआर र,1
कोभिड को प्रभाव तारे होटल महिना बन्द गरिने,-1
सामाजिक विकासमन्त्री एवं प्रदेशस्तरीय कोभिड रोकथाम तथा नियन्त्रण उच्चस्तरीय कार्यकारी समितिका संयोजक दल रावलले यो निर्णयपछि कर्णाली पूर्ण रुपमा सिल हुने बताए उनका अनुसार प्रदेशका विभिन् न स्थानमा,-1
स्वास्थ्य मन्त्रालयका प्रवक्ता डा विकास देवकोटाले शरीरभित्र प्रवेश गरिसकेको भाइरस स्प्रेले नमर्ने भन्दै भ्रममा नपर्न आह्वान गरेका छन् कोभिड कोरोना,1
अमेरिकाले प्रयोगमा ल्याएको औषधि के हो के यसले कोभिड निको पार्छ,-1
काठमाडौं सरकार कोभिड का कारण रोजगार गन्तव्यमा अलपत्र परेका नेपालीलाई प्राथमिकताका आधारमा स्वदेश फर्काउने तयारीमा रहेको जनाइएको छ श्रम रोजगार पत्रकार,1
सरकारले कोभिड का कारण रोजगार गन्तव्यमा अलपत्र परेका नेपालीलाई प्राथमिकताका आधारमा स्वदेश फर्काउने तयारी भइरहेको जनाएको छ,1
कोरोना भाइरस कोभिड बारे स्वास्थ्य तथा जनसंख्या मन्त्रालयको दैनिक प्रेस ब्रिफिङ,1
लकडाउनका कारण घरबाहिर निस्किन नपाएपछि भारतको झारखण्डमा धेरै नेपाली समस्यामा परेका छन् कोभिड कोरोना,-1
भारतमा कोरोना भाइरस कोभिड बाट संक्रमित हुनेको संख्या हजार जना पुग्यो,-1
कोभिड को महामारीले खाद्य सुरक्षामा चुनौति थपेको सन्दर्भमा देशको खाद्य भण्डारमा नगण्य भएपनि योगदान गर्न सकिन्छ की भन्ने सोचका साथ भूमि व्यवस्थापन प्रशिक्षण केन्द्र परिसरको खाली जग्गामा मकै लगायत विभिन्न जातका तरकारी बालीहरु रोप्ने कार्य प्रारम्भ गरिएको छ,1
महामारीमा खुशीको खबर कोभिड विरुद्ध सफल देखियो प्लाज्मा थेरापी,1
अमेरिकाले कोभिड विरुद्ध लड्न नेपाललाई अर्ब रुपैंया सहयोग,1
लकडाउनमा कोभिड लाई राजमानको ब्यंग,-1
रुपन्देहीको भैरहवास्थित प्रदेशको जनस्वास्थ्य प्रयोगशालामा किट अभावका कारण कोभिड को पीसीआर जाँच रोकिएकोमा अचम्भित छु जनताको स्वास्थ्य प्रति सम्बेदनशिल भई तत्काल किटको व्यवस्था गरी एक घर एक परिक्षण सुचारू गर्नुको साथै जॉचको दायरा बढाउन आग्रह गर्दछु,1
अमेरिकी विदेशमन्त्री माइक पोम्पेओले भने कोभिड चीनको प्रयोगशालामा बनेको प्रमाण छ,-1
कोभिड को परीक्षणका लागि जर्मनीबाट कीट ल्याइँदै सफल नेपाल,1
कर्णाली प्रदेश विपद् व्यवस्थापन परिषद्को बैठकले सबै सीमानाका सात दिनसम्मका लागि सिल गर्ने निर्णय गरेको छ कोभिड कोरोना,-1
जिल्ला जिल्लामा मात्रै हैन राजधानिमा पनि कोभिड का संक्रमित नबढ्लान् भनेर भन्न सकिने अवस्था छैन रातारात हजारको संख्यामा उपत्यका भित्रनेक्रम जारी छ भन्दैछन् मिडियाहरु सायद सिमाना सिलबन्दी गर्न नसक्नुको असर नै त होला यो,-1
रुपन्देहीको भैरहवास्थित प्रदेशको जनस्वास्थ्य प्रयोगशालामा किट अभावका कारण कोभिड को पीसीआर जाँच रोकिएको समाचार छ के यो सत्य हो हो भने जॉचको दायरा बढाउनु पर्ने बेला किन यस्तो जनताको स्वास्थ्य माथि खेलवाड नगर सरकार,-1
भारतमा कोरोना भाइरस कोभिड बाट संक्रमितको संख्यामा वृद्धि भएको छ सोमबारको पछिल्लो तथ्यांकअनुसार भाइरसबाट संक्रमित हुनेको संख्या हजार पुगेका छन,-1
कर्पोरेट नेपालका सबै पत्रकार र कर्मचारीको कोभिड बीमा नेपाल इन्स्योरेन्स कम्पनीमा,1
कोभिड प्रभाव ठूला होटलहरू महिना बन्द,-1
लकडाउनका कारण राजश्व सङ्कलनमा ठूलो ह्रास आउनुका साथै विप्रेषण पनि अपेक्षित रूपमा नभित्रिएकाले अन्तर्राष्ट्रिय सहायता परिचालन गरेर बजेट निर्माणमा सरकार जुटेको अर्थमन्त्री डा युवराज खतिवडाले बताए कोभिड कोरोना,1
कोभिड अघि हाम्रो स्वास्थ्यविदहरुको भनाइ नेपालीहरुको खानपिनमा सन्तुलन नभएरै बढी रोगी भएको हो तर हाल कोभिड जीवाणुको संक्रमणबाट जोगाउनुको मुख्य कारण नेपालीहरुको खानपिनमा सन्तुलन भएरै संक्रमित संख्यामा कमी आएको हो हैट विज्ञहरुको विश्लेषण पनि गजबको छ,-1
कोभिड महामारी र अस्पतालजन्य फोहोर व्यवस्थापन,1
कोरोना भाइरस स्वीडनमा कोभिड फैलिन नदिन कुखुराको सुली प्रयोग गरिँदै कोरोना भाइरस स्वीडनमा कोभिड फैलिन नदिन कुखुराको सुली प्रयोग गरिँदै कोरोनाभाइरस नियन्त्रण र रोकथाम गर्न संसारभर विभिन्न प्रयास भएका छन् स्वीडनमा कोभिड,1
सरकार गैर जिम्मेवार भएको बेलामा काङ्ग्रेसले बिदेशमा रहेका नेपालीलाई घर ल्याउने जिम्मेवारी उठाउन पर्ने देखेको छु आउन खोज्ने सबै नेपालीलाई नेपाली काङ्ग्रेस आफैले स्वदेश ल्याएर कतै क्वारेन्टाइनमा राखेर पुर्ण रुपमा कोभिड मुक्त देखिएपछी मात्र घर पठाउने प्रबन्ध मिलाउनु पर्छ,1
भारतमा कोरोना भाइरस कोभिड बाट मृत्यु हुनेको संख्या हजार सय पुग्याे,-1
गृह मन्त्री ज्यू विदेशी सगको युद्ध मात्र युद्द होइन कोभिड सगपनि हाम्रो युद्दै हो सीमा क्षेत्रमा थप कडाइ गर्नुपर्ने बेलामा निर्माण र टावरकुर्न लगाउने हो भने अर्बौं खर्च सेनामा किन गर्ने सेनालाइ बन्दुक होइन बेल्चा र लठ्ठी चलाउन सिकाउनुस सेनाको नाम निर्माण कम्पनी राखौं,1
कोभीड प्रति सगज र सचेत रहौ आफु पनि बचौ अरुलाई पनि बचाउ बाँके प्रहरी को अनुरोध,1
कोभिड पछि कर्मचारीलाई काममा फर्काउनु अघि बिचार गर्नुपर्ने केही कुराहरु,1
जति मान्छे सोसल मेडियामा कोभिड बिरुद्ध यसो गर्नु पर्छ उसो गर्नु पर्छ भनेर गफ छाट्नु हुन्छ यदि वहाहरु सच्चिक्कै आफ्नो पायक पर्ने स्थान क्षेत्रमा थोरै मात्रै योगदान गर्ने हो भने कोभिड बिरुद्धको प्रबर्द्धनात्मक निरोधात्मक र उपचारात्मक कार्यमा ठुलो सहयोग हुनसक्छ,1
किटको अभावमा भैरहवास्थित प्रदेश जनस्वास्थ्य प्रयोगशालामा कोभिड को परीक्षण रोकिएको छ,-1
कोरोना भाइरस स्वीडनमा कोभिड फैलिन नदिन कुखुराको सुली प्रयोग गरिँदै,-1
बेलायतको उत्तरी आयरल्यान्डकी वर्षीया जोआन राइटको जीवनको अन्तिम तस्वीरले कोभिड को खतरनाक वास्तविकता संसारसामु उदांगो बनाइदिएको छ,-1
सरकारले द्रुत परिक्षण किट आरडीटी बाट संंकाष्पद कोभीड का करिब हजार नमुनाको परीक्षण गरिसके पनि यसको गुणस्तर प्रमाणीकरण प्रतिवेदन सार्वजनिक गरेको छैनआरडीटी किटबाट परीक्षण गर्दा के फाइदाभयो भविष्यमा यस्तो किट उपयोग गर्ने वा नगर्ने लगायतबारे जानकारी सार्वजनिक हुनुअत्यावश्यक छ,1
जीवन कोभिड भाइरस भो अनी तिमी पाउने चाहा कोभिड भ्याक्सिन केवल आशा र भरोसा मात्र यात्रामय जीवनको,1
प्रदेश नं मा दुई दिनमा जनामा कोरोना भाइरस कोभिड को संक्रमण देखिएपछि सुरक्षा सतर्कता बढेको छ शनिबार र आइतबार रुपन्देही र बाँकेमा गरी जनामा कोरोना संक्रमण भेटिएपछि नागरिकमा त्रास कम गर्न सतर्कता बढाइएको हो,-1
सरकारले कोभिड को परीक्षणका लागि कीट ल्याउँदै,1
कोभिड व्यापक बनेपछिको समयमा विभिन्न स्थान खासगरी विदेश बाट भरतपुर छिर्नुभएका सबैलाई आफ्नो आगमन तथा स्वास्थ्य जानकारी महानगरपालिकालाई दिनुहुन अनुरोध छ यसका लागि भरतपुर महानगर कोभिड तथा विपद व्यवस्थापन प्रणाली नामक एप सहजै प्रयोग गर्न सक्नुहुनेछ,1
सरकारले जर्मनीबाट कोभिड को परीक्षण कीट र आवश्यक सामग्री ल्याइँदै,1
कोरोना भाइरस सङ्क्रमणले निम्त्याएको आर्थिक कठिनाईले धेरै बालविवाह हुने खतरा रहेको छ कोभिड ले गर्दा उत्पन्न परिस्थितिका कारण किशोरीहरु कसरी जोखिममा रहेका छन् हेर्नुहोस् यहाँ,-1
भारतमा कोरोना भाइरस कोभिड बाट संक्रमितको संख्या हजार नाघेको छ,-1
आफ्नो ख्याल राख्नु नाज्मा कोभिड विरुद्धको औषधी भनेको नै अनुशासन हो स्टे सेफ स्टे होम,1
लड्दैछौं कोभिड सँग डेंगीको खतरा पनि त आइसक्यो,-1
काठमाण्डौ युरोपमा कोरोना भाइरस कोभिड को महामारीबाट सबैभन्दा बढी प्रभावित भएका देशमध्ये फ्रान्स इटली र स्पेनमा पछिल्लो समय लगातार सुधारको सङ्केत देखिएको छ सुधारको सङ्केत देखिएसँगै सङ्क्रमण अन्त्य हुने बाटोतिर लागेको देखिएको छ तीनै,-1
कोभिड को बीचमा एचआइभी संक्रमित,-1
सुदूरपश्चिम प्रदेश कोभिड को रोकथामबारे छलफल आजकोसमाचार,1
कोभिड प्रभाव ठूला होटलहरू महिना बन्द हुने,-1
प्रदेश नं को बाँके जिल्लाको नेपालगन्जमा र प्रदेश नं को पर्सा जिल्लाको वीरगन्जमा एक गरी कुल जनामा कोभिड देखिएको स्वास्थ्य तथा जनसङ्ख्या मन्त्रालयले जनाएको छ,-1
पुनर्निर्माणको अभियानले स्थानीय रोजगारी निर्माण सामग्रीको खपत र आर्थिक क्रियाकलाप चलायमान बनाउन ठूलो भूमिका खेलेको थियो तर कोभिड को महामारी र त्यसपछि गर्नुपरेको लकडाउनका कारण देशभर पुनर्निर्माणको काम करिब ठप्प छ,0
नेपालमा पनि बिस्तारै नपत्याउदो पाराले भयावहरूप लिदैं कोभिड,-1
एप छैन नाम र फोन नम्बर दिनुहोस् रेस्टुरेन्ट र क्याफे खुल्ने तयारी गर्दै नेपाली अस्ट्रेलिया समाचार कोरोनाभाइरस कोभिड रेस्टुरेन्ट क्याफे,1
कोरोना भाइरस कोभिड को डरले के हाम्रो मनोविज्ञान परिवर्तन भइरहेको छ कोरोना भाइरस कोभिड को डरले के हाम्रो मनोविज्ञान परिवर्तन भइरहेको छ सङ्क्रमणका बेलामा मानिसहरूले रचनात्मकभन्दा परम्परागत सोच राख्ने मानिसहरूलाई मन पराउने,1
कोभिड सम्बन्धी भक्तपुर जिल्लास्तरीय प्रतिकार्य बुलेटिन अंक मिति वैशाख,0
कोभिड संक्रमणको जोखिम कम गर्न रोग प्रतिरोधात्मक औषधि वितरण शुरु,1
कोभिड विरुद्धको खोप यो वर्षको अन्त्यसम्म तयार हुन्छ ट्रम्प,1
परीक्षणको दायरा बढाउनुपर्ने बेलामा कुर्सी बचाउने र शक्ति बढाउने खेलमा तल्लीन यी कुपात्रहरु सङ्ग भएको कोभिड समाधानको एकमात्र र अन्तिम योजना नै जय पशुपतिनाथ हो यिनेरु सङ्ग न योजना छ न योजना बनाउने ल्याकत छ न त्यो ठाउँमा सक्नेलाइ अवशर दिने चाहत छ,-1
कोभिड असर निर्माणाधीन दर्जनौँ होटेलको अर्ब लगानी जोखिममा नेपालमा सेराटन हायात प्लेस हिल्टनलगायत एक दर्जनभन्दा बढी पाँचतारे र चारतारे ठूला होटेल निर्माणाधीन छन् तारे होटेल महिना बन्द गर्ने प्रस्ताव लाख मजदुर प्रभावित,-1
राजधानीमा कोभिड फैलिन नपाउनु महत्वपूर्ण उपलब्धी भएको छ त्यसैले लकडाउन खुकुलो पार्दा सडक र हवाई मार्गबाट राजधानी अाउजाउ अझै बन्द राख्नु सुरक्षित हुन्छ उपत्यका सुरक्षित देखिएकोले जसरी पनि काठमाडौं आउने मानिस बढ्दै गएका छन थप कडाइ जरुरी भयो,1
वैशाखदेखि कोरोना संक्रमण नदेखिएका क्षेत्रमा लकडाउन खुकुलो बनाउन सक्ने रिपोर्ट कोभिड क्राइसिस म्यानेजमेन्ट सेन्टरले रिपोर्ट बनाएको छ ग्रिन यल्लो र रेड जोन छुट्याएर ग्रिन जोनमा सार्वजनिक यातायातसमेत सञ्चालन गर्न सकिने सिफारिस गरिएको छ,1
कोभिड परीक्षणका लागि आवश्यक सामग्री ल्याउन ल्याइँदै,1
कोभिड ले नेपालमा तेस्रो चरण प्रवेश गरेसँगै अझ सावधानी र सचेतना अपनाउनु पर्ने देखिन्छजनजीवन भयावह बन्दै जाँदा संक्रमितको बढ्दो संख्याले झन् परिस्थिति जटिल बन्ने सम्भावना छलक डाउन खुकुलो गर्नुपर्ने माग बढ्दै गर्दा लकडाउनलाई झन् व्यवस्थित गरेर लम्ब्याउनुको विकल्प पनि पो देखिएन,1
कोभिड को परीक्षणका लागि जर्मनीबाट कीट ल्याइँदै,1
कोभिड बाट जोखिम कम भएका स्थानका मस्जिदलाई खोल्ने इरानको तयारी,1
कोभिड नियन्त्रण तथा रोकथामका लागि विज्ञ समूह गठन गर्ने,1
कोरोना भाइरस या कोभिड अब हाम्रो टोलमा एउटा बदमाश गुण्डा नेता को रूपमा सधैको लागि आएको छ हामी लाइ यस्को आदत बनाउन जरूरी छ र कसरी त्यो हिडेको बाटो न हिड्ने हामी लाइ थाह पनि छ त्यसैले अब उपरान्त त्यो गुन्डा बाट बच्ने सबै उपाय हरु घरमा तथा बाहिर अपनाउ र सावधान रहौँ,1
कोभिड सङ्क्रमित चितवनकी महिलाको चौथो परीक्षण रिपोर्ट पनि पोजेटिभ,-1
कोभिड को रोकथामको नाममा डिसइन्फेकट्यान्ट मानिस माथि छरेर अमानवीय मात्र नभई अवैज्ञानिक साथै मूर्खहरुले गर्ने दूर्व्यवहार हो यस्तो कुदृश्य देख्दा चिकित्सकको मन रुन्छ र सबै मानिसको मन रुन्छ होला तुरुन्त रोकौ सरकार,-1
तर नेपालमा वृद्व वृद्वा तथा दीर्घरोगीहरुमा समेतमा कुनै समस्या नआएको चिकित्सक बताउँछन् विश्व स्वास्थ्य संगठनका अनुसार कोभिड संक्रमितमा ज्वरो आउने सुख्खा खोकी लाग्ने नाकवाट पातलो पानी वग्ने श्वास फेर्न गाह्रो हुने र थकाइ लाग्ने जस्ता लक्षण हुन्छन्,1
कस्तो मान्छे के कोभिड को महामारीमा त्यति थाह पाउन नि नि गर्नु पर्छ र,0
कोभिड बाट लाख नाघे संक्रमित मृतक संख्या साढे लाख नजिक,-1
कुरा के हो भने मानव इम्युनिटीले गर्दा अधिकांशलाई कोरोनाले असर गर्दैन वा नगरी पनि वस्छ यो विश्वमा रहिरहने विषाणु हो व्यक्तिगत सर्तकता कडाइका साथ पालना गर्नु होला यसको औषधीको पनि प्रयोग शुरु भएको छ कोभिड संक्रमणको आधारमा नेपाल,1
कोभिड बाट गम्भीर बिरामी परेका बोरिस जोनसन अहिले रोगबाट तङ्ग्रिएर काममा फर्किसकेका छन्,1
हे सरकार कोभिड ले नेपाललाई गाजेको छ नेपाली जनता धेरै मर्ने भए जहाँ छोयो त्यही भ्वाङ्ग भने झै दैनिक जना संक्रमीत भेटिन्छन् अब कि त लकडाउन पुरै खोल्दिनु कि त पुरै लकडाउन गर्नु नहुने नौटङ्की ज्यादा नगर्नुस्,-1
चितवन कोभिड सङ्क्रमित पूर्वी चितवनकी महिलाको चौथो परीक्षण रिपोर्ट पनि पोजेटिभ आएको छ हेटौँडा प्रयोगशालामा गरिएको परीक्षणमा ती महिलाको रिपोर्ट पुन,-1
कुनै पनि महामारीले जातपात धनी गरीब साना ठूला केही भन्दैन कोभिड को महामारीका बेला जो कसैलाइ पनि मानसिक आघात वा मनोसामाजिक समस्या आउन सक्छ यस्तो विषम परिस्थितिमा आफू लगायत आफ्ना सबै परिवार सदस्यको मनोसामाजिक सुस्वास्थ्यका लागि ध्यान दिऔँ,1
कोभिड सङ्क्रमित पूर्वी चितवनकी महिलाको चौथो परीक्षण रिपोर्ट पनि पोजेटिभ आएको छ,-1
के कोरोना भाइरस प्रयोगशालाबाट बाहिर आएको हो मेरो अन्तर्वार्ता गौरादह मिडिया प्रा लि द्वारा संचालित सजल सन्देश डटकम जसले अहिलेको कोभिड सँग सम्बन्धित गलत धारणा र अफवाहहरू चिर्न शायद मद्धत पुग्छ होला भन्ने आशा गरेको छु,0
कोभिड विरुद्ध अझै खटिने छौं सहयोगी सबैलाई धन्यवाद फिप्ना,1
हामीलाई कोरोना भाइरस कोभिड ले झुक्यायो हामीले लक्षण देखिएपछि मात्रै जाँच गर्ने तरिका अपनाएका थियौं तर अहिले जति पनि संक्रमित भेटिएका छन् तिनमा कोरोनासम्बन्धी कुनै पनि लक्षण छैनन्,1
डिसइनफेक्टेनट छर्कन्नू हून्न तेस प्रयेजनको लागी बनेकै हैन सानिटाइजर अल्कोहल कलोरोहेक्सिडिनको हातमा मात्र दल्ने सल्लाह छ आखामा परे ख़राबी गर्छ भने डिसइनफेकटेन्टको कनटेन्ट बढी टक्सिक हून्छकोभीड नराम्रो रोग हो यस प्रती लड़ने बलियो वैज्ञानिक आधार नै हूनू पर्छ,-1
कोभिड को संकटका बीच आउन लागेको आगामी आर्थिक वर्षको बजेटप्रतिको चासो र अपेक्षा सामान्यकालको भन्दा धेरै बढेको छ,0
कोभिड विरुद्धको लडाइँमा सरकारले अपनाउनु पर्ने महत्त्वपूर्ण रणनीतिहरु कृष्ण शर्मा सुर्खेत,1
कोरोनाभाइरस कोभिड बाट दर्जनौं पत्रकारको मृत्यु,-1
कोभिड विरुद्धको लडाइँ सबैको साझा हो,1
कोरोना भाइरस कोभिड को डरले के हाम्रो मनोविज्ञान परिवर्तन भइरहेको छ,-1
कोभिड प्याण्डमिकबाट अमेरिकामा को मृत्यू नेपालमा जना संक्रमित,-1
कोभिड अन्त्यको अनिश्चितताका बेला इन्टरनेटको आवश्यकता व्यापक बनेको छ तर यही बेला इन्टरनेट सुस्त भएको गुनासो बढेको छ,-1
विश्वभर महामारीको रुप लिएको कोरोना भाइरस कोभिड को संक्रमण केही दिनदेखि निरन्तर घट्दै गएको छ,1
र नेपालका संक्रमितमा किन देखिएन जटिल समस्या के कोभिड पचाउने प्रतिरक्षा क्षमता नेपालिको शरीर मै भैसकेको छ या भाईरसको जीन मै परिवर्तन भएको हो यसको यकीन गर्न अनुसन्धान हुनु आवस्यक छ नारायणी अस्पताल उप प्रमुख मदन उपाध्याय,1
स्यानिटाइजर एकथोपा पिच्च लियो हत्केला हर्थुङ्गोमा मिचिमिचि दल्यो किटाणु रहित हातले पत्रिका समात्यो समाचारमा थियो कोभिड तेस्रो चरणमा प्रधानमन्त्री अध्यादेशमा सासंदको कालाबजारी फुटकर पार्टीको फुट जुट जारी पत्रिका झट्कारेर पर फाल्यो सफा हातले के पो समात्यो,0
सरकारले कोभिड संक्रमण देखिएका जिल्लामा थप दिनसम्म लकडाउन लम्ब्याउने र अन्य जिल्लामा आंशिक खोल्ने गरी आन्तरिक छलफल अगाडि बढाएको छ,1
कोभिड असर निर्माणाधीन दर्जनौँ होटेलको अर्ब लगानी जोखिममा,-1
कोभिड उपचार केन्द्रलाई बुथ हस्तान्तरण,1
न्यूजिल्यान्डकी प्रधानमन्त्री जसिन्डा आर्डेनले देशमा हाललाई कोरोनाभाइरस उन्मूलन भएको घोषणा गरेकी छिन् सोमबारसम्म कोभिड संक्रमित पाँच जना मात्रै भेटिए समुदायस्तरमा रोगले व्यापकता पाएको छैन,1
अमेरिकामा कोभिड का कारण साढे हजार वढीको मृत्यु,-1
कोभिड महामारी सञ्चारकर्मीको भूमिका कस्तो हुनुपर्छ,0
कोभिड अपडेट लाख हजार बढी निको भएर मुस्कुराउँदै घर फर्के,1
मानिसहरूको पापको घडा चाहिँ भरिएकै हो भन्ने प्रस्ट छ कोभिड सङ्क्रमणको परीक्षण किट नक्कली लकडाउनको बेला बितरित आधा सिलिन्डर ग्यास रातो बल्ने र चाँडै सक्किने लकडाउनको समयमा बिक्री गरिएको डायरीको दूध तताएर राखेको भोलिपल्ट भाँडोमा खरानी जस्तो लेदो जम्मा भएको देखिने,1
कोभिड को कहर निको भएका लाख हजार जना गम्भीर प्रकृतिका सङ्क्रमित हजार जना मध्यम खालका सङ्क्रमित लाख हजार दुई सय जना कुल सङ्क्रमित लाख हजार चार सय जना मृत्यु भएका लाख हजार सय जना,-1
कोरोना सङ्कट विद्यार्थी सङ्क्रमित भएपछि सिड्नीमा एक विद्यालय बन्द नेपाली अस्ट्रेलिया समाचार स्कूल सङ्क्रमण विद्यालय बन्द कोरोनाभाइरस कोभिड,-1
ठिक अब कोभिड बिरूद्ध जुधौ पत्रकार र संचार जगतको सक्षमता बढाउन सधैं प्रयत्नशील रहनुहोस्,1
जापान कोभिड दैनिक अपडेट मे संक्रमितहरुको संख्या हजार सय जना हजार जना उपचारपछि घर फर्किएका छन् हालसम्म सय जनाको निधन,-1
नेपालका प्रदेश र जिल्लामा पुगिसकेको कोभिड बाट आजसम्म जना संक्रमित भएका छन्,-1
नेपालगञ्जका कोरोना संक्रमित खजुरा स्थित कोभिड विशेष अस्पतालको आईसोलेसनमा,1
नेपालगन्ज स्थाई तथा गैरस्थाई बसोबास गर्नुहुने सम्पुर्ण मेरा आफ्ना आफन्तहरू र उक्त स्थानीय जनसमुदायहरु त्रसित होइन सचेत भएर बस्न आग्रह गर्दछु जुन अहिले देखिएको कोरना भाईरस अथवा कोभिड संक्रमण ब्येक्तिहरुको पनि सु स्वास्थे लाभको कामना छ,1
कोभिड पोजिटिभ आमालाई भेट्न आतुर बर्षिय छोरी झ्यालको सिसा बाहिरै बाट आमालाई किस गर्दै,1
लक डाउनको दिन पछि नेपालगंजमा एकै चोटी जना कुनै लक्षण नभएका कोभिड संक्रमित फेला पर्नु धेरै कुराले गजब को समाचार हो,-1
मिहेनत सृजना उत्पादन र बस्तु मेरै नेपालको आज अर्थ मन्त्रालय र महिला बालबालिका तथा ज्येष्ठ नागरिक मन्त्रालयमा कोरोना भाईरस कोभिड लकडाउन र लकडाउन पश्चात लघु घरेलु तथा साना उद्योग क्षेत्रलाई ध्यानमा राखेर सम्बोधन गरिनु पर्ने बिषयमा छलफल कार्यक्रममा ब्यस्त हुंदै,-1
नेपालमा कोभिड संक्रमित कहाँ कति कहिले हेर्नुहोस् इन्फोग्राफिक्स नेपालका प्रदेश र जिल्लामा पुगिसकेको कोभिड बाट आजसम्म जना संक्रमित भएका छन्,-1
धनगढी सुदूरपश्चिम प्रदेशका मुख्यमन्त्री त्रिलोचन भट्टको संयोजकत्वमा रहेको प्रदेश सङ्कट व्यवस्थापन केन्द्रले कोभिड को रोकथामलाई थप प्रभावकारी बनाउन अपनाउनुपर्ने उपायका बारेमा,1
लकडाउनका बेला सहमतिबेगरका सामग्री ल्याएको भन्दै स्थानीयवासीले विरोध जनाइरहँदा तातोपानी नाकाबाट कन्टेनर भित्रिएका छन् कोभिड कोरोना,-1
नेपालमा कोभिड बाट संक्रमित को सार्वजनिक गरि विभिन्न टिभी रेडियो फोन सम्पर्क बाट संक्रमित संग नजिक आसपास हुनु हुनेलाई सम्बन्धित ठाउँमा तुरुन्त परिक्षणमा आउन आग्रह गरि कोरोना रोकथाम र उपचार मा ध्यान दिहाल्ने नत्र नियन्त्रण बाहिर जान सक्ने,-1
सबैलाई नमस्ते अहिलेको यो डरलाग्दो अवस्थामा हजुरहरु घरमा बस्नु भएको छ भन्ने बिश्वास गर्दछु अहिले कोरोना भाइरस अथवा कोभिड् ले बिश्वलाई अप्ठ्यारोमा पारेको छ यस्तो अवस्थामा कृपया घरबाट बाहिर अति आवश्यक काम बाहेक ननिस्कनु होला हजुरहरुलाई यो मेरो विनम्र अनुरोध छ धन्यवाद,1
कोभिड विरुद्धको लडाइँमा उभिने सबैलाई सम्मानसहितको गीत,1
के नेपालमा कोभिड को कम्युनिटी ट्रान्समिसन शुरू भएको हो विज्ञ भन्छन् थप सावधानी अपनाऔं,1
यो सब थाती राखौ छैनौक्या जान्ने बूझ्ने मंत्रालयको बार्षिक रिपोर्ट न्यू इराले इडिट बाइन्डिंग डाटा इन्टरी गरेर मंत्री बोल्यायेर हरेक बर्ष रिलिज गर्ने अस्ति सम्म आज के मिराकल भो होल रडा खेमलाइ भोली स्थानीय र प्रदेश सरकारलाइ रोक्न लगाउ भनेर फ़ोन गरौकोभिड बाट जोगिन तयारी बढाउन,1
विश्व भरी माहामारीको रुपमा फैलिएको कोरोना भाइरस कोभिड को उच्च सर्तकाताको लागि नेपालमा गरिएको लकडाउन बाट प्रभावित अति बिपन्न परिवरको लागि भिरकोट नगरपलिकाले दोस्रो चरणको राहत वितरण सम्पन्न गरेको छ,1
समय श्रोत र जनशक्तिको दूरूपयोग कोभिड को ट्रेसिंग टेस्ट र आइसोलेटमा खर्चिने समयस्थानीय संग छैन परदेश भजाउन लाग्या छ केन्द्र लाइ फूरसद छैन,1
अहिले नै समुदायमा संक्रमण फैलिएको छैन तर स्थानीयस्तरमा फैलिएको भन्ने संकेत प्रशस्त देखिएका छन् जनस्वास्थ्यविज्ञ रविन्द्र पाण्डेले भने कोभिड कोरोना,0
आज बाके जिल्लामा क्रमभंगताले बढेको कोभिड अझै ओलिको सफल प्रयासले तीब्र वृद्धि भएमा कमरेड बामदेब गौतमको प्रधानमन्त्री हुने प्रक्रिया अर्को निर्वाचन पछि अघि बढला दीपक पुनको सचिवालय,-1
